dt64,id,river_km_id,datetime,water_perc,ice_perc,other_perc,cloud_perc,nd_perc,qc,source
2017-05-09 16:46:16,3616307,377780,2017-05-09T16:46:16,0,74,1,24,1,0,Sentinel-1 Sentinel-2
2017-05-11 17:19:27,3616308,377780,2017-05-11T17:19:27,98,1,0,0,1,2,Sentinel-1
2017-05-12 17:10:35,3616309,377780,2017-05-12T17:10:35,98,1,0,0,1,2,Sentinel-1 Sentinel-2
2017-05-13 17:03:31,3616310,377780,2017-05-13T17:03:31,97,1,0,0,2,2,Sentinel-1 Sentinel-2
2017-05-17 17:18:44,3616311,377780,2017-05-17T17:18:44,98,1,0,0,1,2,Sentinel-1
2017-05-18 05:56:25,3616312,377780,2017-05-18T05:56:25,94,5,0,0,1,2,Sentinel-1
2017-05-19 17:02:44,3616313,377780,2017-05-19T17:02:44,0,94,4,0,2,0,Sentinel-1 Sentinel-2
2017-05-23 17:19:22,3616314,377780,2017-05-23T17:19:22,95,4,0,0,1,2,Sentinel-1 Sentinel-2
2017-05-24 05:55:40,3616315,377780,2017-05-24T05:55:40,94,5,0,0,1,2,Sentinel-1
2017-05-24 17:10:35,3616316,377780,2017-05-24T17:10:35,94,4,0,0,2,2,Sentinel-1
2017-05-25 05:48:21,3616317,377780,2017-05-25T05:48:21,95,4,0,0,1,2,Sentinel-1
2017-05-26 16:54:37,3616318,377780,2017-05-26T16:54:37,2,88,8,1,1,0,Sentinel-1 Sentinel-2
2017-05-29 17:18:44,3616319,377780,2017-05-29T17:18:44,6,83,9,0,2,0,Sentinel-1 Sentinel-2
2017-05-30 05:56:28,3616320,377780,2017-05-30T05:56:28,88,10,0,0,2,2,Sentinel-1
2017-05-30 17:11:28,3616321,377780,2017-05-30T17:11:28,91,8,0,0,1,2,Sentinel-1
2017-05-31 05:47:29,3616322,377780,2017-05-31T05:47:29,95,4,0,0,1,2,Sentinel-1
2017-06-04 17:19:23,3616323,377780,2017-06-04T17:19:23,94,5,0,0,1,2,Sentinel-1
2017-06-05 17:10:35,3616324,377780,2017-06-05T17:10:35,90,8,0,0,2,2,Sentinel-1 Sentinel-2
2017-06-06 17:03:27,3616325,377780,2017-06-06T17:03:27,91,7,0,0,2,2,Sentinel-1 Sentinel-2
2017-06-10 17:18:46,3616326,377780,2017-06-10T17:18:46,95,4,0,0,1,2,Sentinel-1
2017-06-11 17:11:30,3616327,377780,2017-06-11T17:11:30,89,9,0,0,2,2,Sentinel-1 Sentinel-2
2017-06-12 17:02:44,3616328,377780,2017-06-12T17:02:44,93,6,0,0,1,2,Sentinel-1 Sentinel-2
2017-06-15 17:26:42,3616329,377780,2017-06-15T17:26:42,24,0,10,64,2,0,Sentinel-1 Sentinel-2
2017-06-16 17:19:24,3616330,377780,2017-06-16T17:19:24,94,4,0,0,2,2,Sentinel-1
2017-06-17 05:55:32,3616331,377780,2017-06-17T05:55:32,92,6,0,0,2,2,Sentinel-1
2017-06-17 17:10:37,3616332,377780,2017-06-17T17:10:37,94,4,0,0,2,2,Sentinel-1
2017-06-18 17:03:27,3616333,377780,2017-06-18T17:03:27,93,6,0,0,1,2,Sentinel-1 Sentinel-2
2017-06-22 17:18:46,3616334,377780,2017-06-22T17:18:46,96,3,0,0,1,2,Sentinel-1
2017-06-23 05:56:28,3616335,377780,2017-06-23T05:56:28,91,7,0,0,2,2,Sentinel-1
2017-06-23 17:11:31,3616336,377780,2017-06-23T17:11:31,93,6,0,0,1,2,Sentinel-1
2017-06-24 17:02:44,3616337,377780,2017-06-24T17:02:44,95,4,0,0,1,2,Sentinel-1 Sentinel-2
2017-06-28 17:19:24,3616338,377780,2017-06-28T17:19:24,90,0,9,0,1,0,Sentinel-1 Sentinel-2
2017-06-29 17:10:37,3616339,377780,2017-06-29T17:10:37,93,5,0,0,2,2,Sentinel-1 Sentinel-2
2017-06-30 17:03:27,3616340,377780,2017-06-30T17:03:27,94,4,0,0,2,2,Sentinel-1 Sentinel-2
2017-07-04 17:18:47,3616341,377780,2017-07-04T17:18:47,96,2,0,0,2,2,Sentinel-1 Sentinel-2
2017-07-05 17:11:31,3616342,377780,2017-07-05T17:11:31,92,0,6,0,2,0,Sentinel-1 Sentinel-2
2017-07-06 17:02:44,3616343,377780,2017-07-06T17:02:44,96,2,0,0,2,2,Sentinel-1 Sentinel-2
2017-07-10 17:19:24,3616344,377780,2017-07-10T17:19:24,95,3,0,0,2,2,Sentinel-1 Sentinel-2
2017-07-11 17:10:37,3616345,377780,2017-07-11T17:10:37,94,5,0,0,1,2,Sentinel-1 Sentinel-2
2017-07-12 17:03:29,3616346,377780,2017-07-12T17:03:29,95,4,0,0,1,2,Sentinel-1 Sentinel-2
2017-07-15 17:27:23,3616347,377780,2017-07-15T17:27:23,50,0,4,44,2,0,Sentinel-1 Sentinel-2
2017-07-16 17:18:47,3616348,377780,2017-07-16T17:18:47,97,2,0,0,1,2,Sentinel-1 Sentinel-2
